zcta20,year,pop,pop_under_18,pop_wht,pop_wht_f20to44,pop_wht_65andover,pop_settled,commuting_pop_drivealone2work,commuting_pop_pubtrans2work,commuting_pop_subway2work,commuting_pop_bikenwalk2work,commuting_pop_athome2work,commuting_pop_bf6am2work,commuting_pop_10amto4pm2work,commuting_pop_af4pm2work,commuting_pop_under20min_drivealone,commuting_pop_above45min_drivealonw,household_ttl,family_ttl,income_median_household,income_median_family,median_earnings,median_earnings_drive_alone,median_earnings_carpooled,median_earnings_pbltrans,median_earnings_walk,median_earnings_bikenothers,median_earnings_work_from_home,houseunit_occupby_owner,edu_bchlor_pop,edu_mst_pop,edu_dr_pop,insurance_pop,pop_20to64_worknotfultime,pop_20to64_workfultime,pop_65nover_work,pop_with_retireincome,job_pop_nonprofit,job_pop_government,job_pop_selfemploy,job_pop_unpaidinfamily,houseunit_median_value,houseunit_median_rent,houseunit_ttl,houseunit_detached,houseunit_attached_1to4,houseunit_attached_50nmore,houseunit_builtyr,houseunit_energy_electr,houseunit_energy_solar,veh_household_with_2nmore,veh_ttl,veh_commuting,veh_commuting_feml,household_1p,household_2p,household_3p,household_4pnmore,commuting_pop_citylive,commuting_pop_citynolive,family_1work,family_bothwork,family_withkid,family_withnokid,buff3_L2_chargers,buff3_DCFC_chargers,buff3_evcs_median_operated_months,buff3_evcs_open_this_yr,buff10_L2_chargers,buff10_DCFC_chargers,buff10_evcs_median_operated_months,buff10_evcs_open_this_yr,buff15_L2_chargers,buff15_DCFC_chargers,buff15_evcs_median_operated_months,buff15_evcs_open_this_yr,buff30_L2_chargers,buff30_DCFC_chargers,buff30_evcs_median_operated_months,buff30_evcs_open_this_yr,buff70_L2_chargers,buff70_DCFC_chargers,buff70_evcs_median_operated_months,buff70_evcs_open_this_yr,buff150_L2_chargers,buff150_DCFC_chargers,buff150_evcs_median_operated_months,buff150_evcs_open_this_yr,buff300_L2_chargers,buff300_DCFC_chargers,buff300_evcs_median_operated_months,buff300_evcs_open_this_yr,traffic_cluster3,buff1000_subway_stops,buff1000_nonsubway_stops,buff3500_subway_stops,buff3500_nonsubway_stops,mean_min_temprature,job_offer_ttl,job_occupation_ttl,job_sdi_offer,job_sdi_occupation,centroid_pop_longitude,centroid_pop_latitude,area,area_length_water,pop_density,houseunit_density,houseunit_detached2four,houseunit_detached2four_density,houseunit_attached_50nmore_density,income2housevalue,PHEV_next2yr,BEV_next2yr
10034,2022,41570,8052,12964,2823,1540,37013,2285,12440,10270,1346,3003,1593,2974,1408,1636,828,15879,8479,65109.0,79952.0,50000,35000,65000,50000,25000,35000,50000,1449,6831,3827,983,40237,8050,13820,904,2274,2906,2338,1717,153,491200.0,1452.0,16913,113,235,7156,0.0,1843,0,540,5037,2540.0,840.0,6049,4507,2096,3227,20239,0,819,2451,1676,1594,51.0,0.0,40,1,378.0,31.0,30,21,1689.0,139.0,40,130,3581.0,448.0,29,310,2795.0,714.0,33,265,4381.0,1304.0,28,500,11272.0,2367.0,18,1973,0,15,50,99,712,8.764999389648438,5116,14245,2.396736369763149,2.584429320299789,590856.0718,4524539.208900001,2605826.319404072,11193.0,0.0159527132297545,0.0064904555894837,348,0.0001335468896789,0.0027461538578812,0.1325508957654723,0.0,0.0
10035,2022,38595,8206,7733,1734,675,31867,1206,9465,8044,1321,1785,1360,1494,573,1482,440,14833,6682,36989.0,50498.0,35000,65000,75000,35000,25000,35000,50000,1445,4769,2438,212,36163,5363,10225,513,1463,2001,2364,431,13,661800.0,1020.0,16239,181,1760,8578,1970.0,2921,63,515,3047,1285.0,550.0,7057,3870,1587,2319,14324,0,719,1176,1091,804,212.0,3.0,58,10,1762.0,70.0,50,111,2583.0,187.0,47,158,3470.0,432.0,28,305,2782.0,728.0,33,261,4386.0,1326.0,28,509,11159.0,2355.0,18,1922,0,9,91,132,938,9.562099456787108,17717,12414,2.003774260025,2.563064988462837,589688.7181000002,4517137.885399999,3514607.1022176715,0.0,0.0109813128117925,0.004620431111561,1941,0.0005522665673711,0.0024406711050539,0.0558915080084617,0.0,0.0
10036,2022,30930,2108,18023,3880,2967,23589,480,8076,6353,6490,4118,490,2002,414,3511,176,18916,5057,102287.0,151607.0,75000,75000,50000,75000,75000,75000,75000,1563,10341,5188,394,30500,5418,14925,1361,2442,1574,1093,1723,0,1450400.0,2218.0,22524,122,563,15663,1982.0,11191,0,140,2307,505.0,255.0,11446,5498,1345,627,20203,0,523,2451,893,2081,723.0,8.0,65,55,2136.0,116.0,53,132,2612.0,197.0,45,178,3333.0,405.0,29,291,2753.0,702.0,33,253,4407.0,1324.0,28,517,10290.0,2389.0,19,1643,0,36,111,201,1041,9.397299766540527,127045,15648,2.285263579462112,2.552729334044109,585006.8359000003,4512674.2501,1148575.189997898,0.0,0.0269290162884822,0.0196103835396629,685,0.0005963910817203,0.0136368956393953,0.070523303916161,0.0,0.0
10037,2022,19138,3527,2544,766,221,17514,1039,4343,3760,542,1599,467,776,634,707,349,10103,3814,50177.0,69845.0,50000,35000,50000,50000,50000,75000,75000,683,3638,2105,155,18307,2626,6116,614,1683,1100,1715,284,0,375000.0,1385.0,11244,84,553,8322,1960.0,1429,29,301,2247,1080.0,460.0,5758,2609,884,852,7933,0,386,816,497,705,87.0,3.0,59,0,1618.0,54.0,48,105,2558.0,186.0,45,159,3519.0,447.0,28,309,2792.0,728.0,33,263,4408.0,1334.0,28,507,11176.0,2349.0,18,1932,0,18,108,141,927,9.28159999847412,5089,7467,1.17539046983742,2.536643235746269,589610.8266000003,4518371.030300001,602620.6340428332,0.0,0.0317579566959197,0.0186585048118362,637,0.0010570497656652,0.0138096831238083,0.1338053333333333,0.0,0.0
10038,2022,23343,3172,10786,3150,1130,18504,440,5306,4864,3493,2710,66,721,325,3126,228,10646,4283,99641.0,103165.0,75000,35000,75000,75000,75000,75000,75000,2859,6525,2723,259,22687,3228,9317,434,1484,1214,1189,269,0,886400.0,2968.0,12671,166,121,10651,1965.0,6024,0,182,2003,520.0,240.0,4431,3776,1389,1050,12393,0,750,1221,788,1183,344.0,14.0,62,8,2097.0,110.0,53,145,2460.0,168.0,47,167,3247.0,382.0,31,274,2742.0,692.0,33,255,4400.0,1315.0,28,521,9979.0,2361.0,21,1574,0,60,152,207,713,9.28159999847412,43042,10162,2.326100955468721,2.537912026627954,583980.6256999996,4506984.715,719570.4266812244,0.0,0.0324401881100946,0.0176091172318472,287,0.0003988490762797,0.0148018867994952,0.1124108754512635,0.0,0.0
10039,2022,29887,6564,3264,749,258,27073,861,7903,6917,901,1144,1251,1343,803,1137,348,12177,7019,51904.0,45229.0,35000,65000,35000,35000,35000,50000,75000,1814,3649,2079,123,28902,5348,8039,389,2118,1354,2101,847,0,576900.0,1078.0,12933,160,267,7336,1960.0,2920,0,231,2991,935.0,320.0,4335,4075,2062,1705,11402,0,812,722,976,558,59.0,0.0,40,0,1386.0,46.0,45,93,2411.0,174.0,45,155,3587.0,466.0,28,315,2796.0,729.0,33,263,4419.0,1334.0,28,508,11172.0,2362.0,18,1941,0,18,118,150,963,9.28159999847412,1926,9253,2.048862472524125,2.545568533620364,589519.5769999996,4519881.4531,774394.87041212,0.0,0.0385940056448135,0.0167007821127705,427,0.0005513982805345,0.0094732032459046,0.0899705321546195,0.0,0.0
10040,2022,43653,7658,12288,2784,2574,38454,1321,12186,10241,2398,2666,2058,3042,742,2678,579,16541,9121,59115.0,73531.0,35000,50000,25000,35000,25000,35000,35000,2442,6687,3941,628,41564,8242,13686,1344,2649,2454,2705,1144,44,454000.0,1480.0,17430,20,377,8485,0.0,1292,64,317,4451,1590.0,655.0,6066,4292,3271,2912,19764,0,746,2184,1376,1554,45.0,0.0,40,0,662.0,35.0,40,42,1951.0,148.0,42,143,3580.0,474.0,29,310,2799.0,715.0,33,265,4382.0,1304.0,29,501,11256.0,2366.0,18,1966,0,18,77,105,697,9.02329969406128,5402,15337,1.975257540101129,2.571831852033747,590189.0632999996,4523445.9076000005,1467643.4613897717,0.0,0.0297435999603494,0.0118761814149976,397,0.0002705016650461,0.0057813768965149,0.1302092511013216,0.0,0.0
10044,2022,11846,2178,5356,942,1403,9179,296,3412,3199,212,959,114,344,58,372,102,5039,2609,120759.0,136920.0,75000,75000,75000,75000,75000,75000,75000,1045,2176,2202,1148,10840,1320,3920,483,721,1237,532,284,13,932000.0,2984.0,5908,16,91,5582,1980.0,3566,40,57,1334,310.0,100.0,2016,1412,870,741,5325,0,850,1061,953,958,800.0,7.0,55,51,2297.0,133.0,50,134,2600.0,176.0,45,171,3356.0,410.0,29,293,2742.0,704.0,33,256,4387.0,1324.0,28,516,10857.0,2395.0,18,1845,0,3,72,192,1224,9.02329969406128,3041,4495,1.625432365210143,2.544157254607413,588702.4122000001,4512858.018200001,591491.0551252031,0.0,0.0200273527340029,0.0099883167273754,107,0.0001808987626657,0.0094371672261695,0.1295697424892704,0.0,0.0
10065,2022,30859,5136,23837,4891,5951,23694,760,5850,4688,6127,3302,341,1135,518,4777,261,16113,6523,158276.0,231516.0,75000,75000,75000,75000,75000,75000,75000,5236,9797,5302,1848,30681,3169,12968,1919,2902,2811,823,1217,18,1522200.0,2642.0,22221,422,837,14675,1955.0,4080,0,677,4790,845.0,325.0,7816,5022,1486,1789,17143,0,1633,2681,2364,1950,947.0,11.0,56,70,2246.0,120.0,52,135,2600.0,187.0,45,170,3345.0,417.0,29,293,2741.0,704.0,33,256,4405.0,1324.0,28,519,10586.0,2405.0,18,1740,0,21,159,210,1310,9.547800064086914,47406,12623,1.595145578561853,2.549479503018295,587723.0190000003,4513029.2699,1025059.535327526,0.0,0.0301045928909289,0.0216777652752627,1259,0.0012282213438439,0.0143162416369416,0.1039784522401787,0.0,0.0
10069,2022,6259,1558,2793,436,465,4948,256,1438,1217,483,281,0,335,54,407,273,3142,1507,197680.0,181688.0,75000,25000,75000,75000,75000,75000,75000,1024,1752,1618,128,6247,661,2408,259,163,297,57,211,0,1817100.0,3244.0,3851,0,0,3767,2005.0,1487,0,139,1187,0.0,0.0,1620,688,629,205,3076,0,334,682,545,471,594.0,4.0,58,45,2065.0,120.0,53,128,2590.0,206.0,45,163,3356.0,409.0,28,299,2751.0,702.0,33,253,4407.0,1332.0,28,519,10543.0,2397.0,19,1728,0,6,85,150,936,9.547800064086914,645,2720,1.930096175638508,2.547769017848727,585342.9353,4514543.418199999,104523.10632898516,0.0,0.0598814962530856,0.0368435280509079,0,0.0,0.0360398779973436,0.1087887292939299,0.0,0.0
10075,2022,23920,3660,20118,3937,5751,19100,1302,5668,4078,2670,2274,266,970,338,2801,918,12839,5511,140736.0,227845.0,75000,75000,75000,75000,75000,75000,75000,5818,6250,5259,1516,22971,2135,9075,2544,2250,1705,1034,599,0,1205100.0,2273.0,15702,237,811,8418,1956.0,2393,0,365,4326,1440.0,365.0,6629,3567,1164,1479,13099,0,1385,2239,1555,2069,831.0,8.0,59,45,2190.0,108.0,52,130,2586.0,188.0,45,162,3352.0,417.0,29,295,2747.0,705.0,33,257,4387.0,1324.0,28,516,10897.0,2394.0,18,1858,0,15,125,204,1241,9.391900062561035,10625,11033,2.189506802297048,2.54253390240749,588262.5869000005,4514028.660499999,489268.6134508746,0.0,0.0488892999517977,0.032092800495114,1048,0.0021419726734734,0.0172052728676519,0.1167836694050286,0.0,0.0
10128,2022,56695,7684,41225,8728,10506,46645,1518,15810,13164,4350,7431,545,1722,761,3518,838,29328,12652,137253.0,199214.0,75000,75000,75000,75000,75000,75000,75000,9084,15493,11027,2819,55589,7565,23098,3415,5859,4490,2821,2150,48,1365400.0,2364.0,35464,354,692,19678,1960.0,6669,0,1281,8890,1760.0,645.0,14280,8625,3431,2992,30801,0,2246,5431,3437,4240,671.0,7.0,58,40,1935.0,105.0,52,126,2613.0,188.0,45,166,3384.0,421.0,28,301,2753.0,716.0,33,259,4379.0,1320.0,28,513,10899.0,2392.0,18,1855,0,12,112,150,1121,9.391900062561035,17010,26128,2.364503195002666,2.563007868454382,588630.2664000001,4515039.0459,1168536.2547722373,0.0,0.0485179640498621,0.0303490797612542,1046,0.0008951369679187,0.0168398711804072,0.1005221912992529,0.0,0.0
10162,2022,1523,205,1412,73,898,1424,3,117,76,302,187,73,137,0,45,0,896,396,105391.0,105391.0,75000,1,1,75000,75000,75000,50000,0,454,266,96,1523,78,287,314,236,108,52,35,0,0.0,3282.0,1048,0,0,1021,1966.0,356,0,0,408,0.0,0.0,469,303,51,73,628,0,42,140,109,73,810.0,11.0,55,50,2266.0,133.0,52,131,2582.0,188.0,46,159,3360.0,414.0,29,295,2747.0,705.0,33,257,4385.0,1324.0,28,516,10893.0,2394.0,18,1857,0,9,90,195,1219,9.391900062561035,186,664,1.207123776531168,2.615194103859756,588607.4919999996,4513657.2842,33126.27822945472,0.0,0.0459755843820028,0.0316365150573466,0,0.0,0.0308214521694188,0.0,0.0,0.0
10279,2022,161,0,161,51,0,128,0,45,45,16,83,0,0,0,16,0,75,30,0.0,0.0,75000,1,1,75000,75000,1,75000,0,47,45,0,161,17,144,0,0,0,0,18,0,0.0,0.0,150,0,0,150,0.0,75,0,0,0,0.0,0.0,0,75,0,0,144,0,0,30,0,30,362.0,20.0,62,11,2100.0,110.0,53,145,2481.0,178.0,45,166,3254.0,382.0,31,275,2742.0,692.0,33,255,4402.0,1315.0,28,521,9981.0,2361.0,21,1575,0,75,154,207,674,9.547800064086914,3995,101,1.521188578246877,2.365492493383328,583734.1601,4507329.1582,10798.143594778,0.0,0.0149099702728402,0.0138912766517144,0,0.0,0.0138912766517144,0.0,0.0,0.0
10280,2022,8843,1030,6020,1012,732,7279,549,2869,2793,1468,1275,141,847,27,1414,93,4293,2027,206150.0,244489.0,75000,75000,1,75000,75000,75000,75000,1345,2996,1521,502,8660,1027,5016,605,420,618,584,359,0,793600.0,3388.0,4819,0,0,4641,1985.0,2295,0,124,924,550.0,365.0,1716,1444,673,460,6350,0,407,956,567,796,267.0,42.0,58,10,2010.0,107.0,53,142,2511.0,196.0,45,180,3282.0,374.0,31,274,2743.0,692.0,33,256,4398.0,1315.0,28,522,9970.0,2362.0,20,1572,0,54,114,168,544,9.301300048828123,10066,3904,1.739726532097881,2.40851823543166,582988.9855000004,4506905.476600001,269776.22614410403,0.0,0.032779018842366,0.0178629528215947,0,0.0,0.0172031467202782,0.259765625,0.0,0.0
10282,2022,6450,1825,4813,856,445,4985,339,1319,1196,647,678,157,374,0,700,96,2635,1671,0.0,0.0,75000,75000,75000,75000,75000,75000,75000,240,1403,1554,70,6381,648,2937,219,262,140,380,195,0,0.0,2987.0,2880,23,0,2753,2000.0,1400,23,59,919,360.0,140.0,688,985,567,395,3669,0,287,957,608,636,354.0,42.0,60,13,2112.0,107.0,53,146,2485.0,194.0,45,166,3286.0,388.0,31,282,2745.0,692.0,33,255,4412.0,1315.0,28,521,9992.0,2361.0,21,1576,0,36,90,195,590,9.301300048828123,14705,2378,1.279002029683239,2.388345360519566,583144.1815999998,4507782.302100001,177736.29894071652,0.0,0.0362897170608429,0.0162037806411205,23,0.00012940519262,0.0154892389253489,0.0,0.0,0.0
10301,2022,40331,8349,20742,3771,3893,36650,7363,5869,1031,993,1967,1676,1858,664,3497,2579,14400,9153,84855.0,105878.0,50000,50000,35000,35000,15000,35000,65000,6635,5895,3855,437,38689,5157,12984,1663,3256,1935,3129,817,12,642300.0,1505.0,16611,4804,5807,3975,1951.0,772,5,4513,16924,7985.0,3690.0,4362,3877,2501,3660,17962,0,1329,2443,1853,1919,10.0,0.0,40,1,155.0,31.0,23,21,1140.0,115.0,40,93,3046.0,386.0,37,253,2726.0,704.0,33,255,4343.0,1354.0,28,521,9706.0,2324.0,21,1498,1,0,77,12,478,8.943999671936036,10120,16871,2.016461059793716,2.570005325386829,576918.8475000001,4498738.331,9738652.862879612,12647.0,0.0041413325403278,0.00170567739028,10611,0.0010895757503017,0.0004081673364856,0.1321111630079402,0.0,0.0
10302,2022,18567,4407,7500,1061,1068,17529,3836,2115,256,88,568,1106,520,289,1608,1267,5945,4189,75588.0,100916.0,35000,50000,35000,25000,50000,75000,65000,3329,2282,1190,31,17884,2332,5600,246,1329,628,1663,297,7,529600.0,1520.0,6816,2984,3185,215,1949.0,321,0,2122,7590,4165.0,1645.0,1395,1483,919,2148,7484,0,744,1029,914,859,2.0,0.0,40,0,121.0,30.0,23,24,647.0,127.0,23,71,3057.0,407.0,35,259,2723.0,682.0,33,254,4314.0,1345.0,28,525,9685.0,2332.0,21,1489,0,0,113,0,527,8.956099510192871,4786,7983,2.234907471408956,2.542701297730111,573034.4664000003,4498256.0975,3081205.4176845625,0.0,0.0060258884050491,0.0022121212564665,6169,0.0020021385022215,6.97778858773935e-05,0.142726586102719,0.0,0.0
10303,2022,27083,6466,9093,1672,1109,25732,5550,4243,435,238,578,1689,1194,857,2292,1690,8675,6453,78578.0,95986.0,50000,50000,25000,50000,25000,35000,50000,5534,3261,1455,76,26585,3556,8249,631,2003,957,1916,459,30,433600.0,1219.0,9455,2439,5863,640,1980.0,480,15,3101,10892,5915.0,2570.0,1836,2445,1560,2834,11657,0,945,965,1079,831,10.0,0.0,23,0,111.0,31.0,23,23,367.0,115.0,23,55,3020.0,417.0,33,263,2714.0,661.0,33,251,4313.0,1343.0,28,526,9723.0,2341.0,21,1486,0,0,56,0,391,8.965799331665039,5951,10946,2.372270928710014,2.496612634721117,571052.1012000004,4498122.938999999,8236330.285852263,38279.0,0.0032882362727149,0.0011479627057017,8302,0.0010079731763866,7.77045088999579e-05,0.1812223247232472,0.0,0.0
10304,2022,44864,9777,20256,2648,4075,41606,8539,6662,871,897,1625,1803,2189,1052,4003,3006,15553,10554,69479.0,94566.0,35000,35000,50000,35000,35000,15000,65000,7756,6180,2091,487,42813,7377,12959,1244,2900,1410,3178,1256,34,653100.0,1222.0,17052,5428,6136,4296,1968.0,1672,24,5170,18683,9235.0,4005.0,4270,4474,2520,4289,19588,0,1899,2255,2051,2103,5.0,0.0,58,0,102.0,30.0,22,20,768.0,100.0,30,71,3006.0,377.0,37,258,2719.0,684.0,33,255,4336.0,1356.0,28,521,9657.0,2325.0,21,1487,1,0,65,21,562,8.969545190984553,8120,18610,2.235656524807574,2.526947285158019,577507.3470000001,4496418.674799999,9052543.774594652,19194.0,0.0049559550461283,0.0018836694330995,11564,0.0012774309948606,0.0004745627424698,0.1063834022354922,0.0,0.0
10305,2022,42211,7630,27671,4022,6381,39027,8848,6369,1000,1091,928,1932,2452,1242,4767,3305,15780,10761,84764.0,104846.0,50000,50000,50000,50000,35000,35000,50000,10380,6239,3002,192,40970,5404,13989,1545,4396,1600,3807,562,18,614700.0,1361.0,16975,4389,9334,1386,1972.0,1443,89,5710,20339,9655.0,4115.0,4373,4355,2534,4518,19513,0,2105,2518,2175,2448,15.0,4.0,23,1,104.0,4.0,14,20,603.0,87.0,31,56,2923.0,377.0,38,249,2717.0,684.0,33,255,4331.0,1347.0,28,521,9616.0,2325.0,21,1478,1,0,82,18,351,9.143349568049114,13051,18201,1.646088845061668,2.547359088648863,578365.3718999997,4494402.3452,10431537.688782653,42337.0,0.0040464791729977,0.0016272768700489,13723,0.0013155299256366,0.0001328663176369,0.1378949080852448,0.0,0.0
10306,2022,56232,11984,40634,6000,9385,52372,12822,6711,874,339,2093,3352,2075,1187,4064,4639,19872,14617,94758.0,111014.0,50000,65000,35000,50000,15000,65000,75000,14392,7520,4177,312,54926,7249,17351,1968,5888,2276,5305,873,15,653300.0,1395.0,21164,9189,9367,1515,1967.0,1324,15,9424,29828,13630.0,6545.0,4541,5766,3640,5925,24305,0,2704,3507,3612,2599,16.0,2.0,23,2,55.0,4.0,23,5,164.0,54.0,10,40,2829.0,396.0,38,243,2699.0,661.0,33,253,4270.0,1334.0,28,521,9657.0,2338.0,22,1474,1,3,73,18,313,8.8914999961853,11678,24165,2.166159258736895,2.56802759230685,574874.9765999997,4491352.7907,18727658.976692345,100088.0,0.0030026176827538,0.0011300931967172,18556,0.0009908339330128,8.089638976689532e-05,0.1450451553650696,0.0,0.0
10307,2022,14755,3337,13384,1942,2148,13923,4812,1160,174,229,437,844,660,354,1533,1532,5217,3896,124738.0,135671.0,65000,65000,35000,65000,65000,10000,75000,4216,2008,1564,49,14511,1965,4962,376,1716,418,2274,221,0,785200.0,1239.0,5471,2780,2602,0,1988.0,101,10,3221,9565,4895.0,2360.0,1202,1359,925,1731,6831,0,923,1314,1389,848,3.0,12.0,59,0,63.0,74.0,13,14,118.0,121.0,15,26,798.0,324.0,23,120,2554.0,616.0,34,234,4272.0,1325.0,27,535,10408.0,2397.0,22,1530,1,3,35,12,84,8.501399993896484,1579,5946,2.461259198587487,2.602972510721022,564213.4362000003,4484391.212200001,4150029.0788726816,289.0,0.0035553967742337,0.0013183040157121,5382,0.0012968583828482,0.0,0.1588614365766683,0.0,0.0
10308,2022,30075,5950,25790,4031,4329,28376,8330,3236,523,201,1708,1580,844,538,2031,3508,10472,8241,122647.0,141647.0,65000,65000,50000,75000,25000,1,65000,8287,5102,3081,182,29788,3103,11842,895,3060,1013,4432,414,0,630000.0,1472.0,11373,3737,7260,55,1974.0,377,10,6287,18167,8845.0,3995.0,1952,2787,2240,3493,14856,0,1476,2578,2298,1756,0.0,0.0,0,0,40.0,16.0,25,2,134.0,82.0,23,19,2387.0,362.0,35,228,2679.0,655.0,33,249,4268.0,1326.0,27,525,9659.0,2328.0,22,1479,1,3,18,15,288,8.88706652323405,2808,11812,2.225905777497379,2.588259804836615,571936.1134000001,4489442.5124,5720822.178089201,64656.0,0.005257111489182,0.001988000963141,10997,0.0019222761445231,9.614002723358624e-06,0.1946777777777777,0.0,0.0
10309,2022,34740,7940,30814,4456,5361,33168,9730,3010,240,173,1532,2151,1948,558,2599,3951,11792,9096,110123.0,129122.0,65000,65000,35000,75000,15000,1,65000,9431,5119,3191,168,34466,4449,11235,1058,3707,1279,3514,397,46,699200.0,1711.0,12397,4119,7876,328,1988.0,436,0,7001,21053,10260.0,4890.0,2345,3200,2004,4243,15734,0,2259,2749,2987,2021,0.0,12.0,35,0,71.0,52.0,23,10,140.0,108.0,23,24,1458.0,327.0,28,155,2650.0,646.0,34,241,4261.0,1332.0,27,529,9828.0,2349.0,22,1483,1,0,32,18,223,8.617032868521555,8680,14043,2.486179045030729,2.571612336446011,566670.2230000001,4487473.1437,18897606.185536936,199296.0,0.0018383280749382,0.0006560090139611,11995,0.0006347364783789,1.7356695698899206e-05,0.1574985697940503,0.0,0.0
10310,2022,26239,6739,13637,1985,2102,24695,6396,2873,315,786,847,1446,1329,892,3706,1951,9145,6511,105523.0,123736.0,50000,50000,75000,35000,35000,50000,50000,5338,3110,1840,148,25475,2789,9055,725,2157,1622,2379,609,0,596200.0,1410.0,10029,3780,4844,643,1950.0,437,34,3954,11991,6785.0,3250.0,2250,2344,1618,2933,12035,0,1215,1727,1474,1468,2.0,0.0,40,0,154.0,30.0,22,34,769.0,123.0,32,72,3052.0,388.0,35,260,2726.0,682.0,33,255,4345.0,1340.0,28,522,9688.0,2330.0,21,1488,0,0,95,6,611,8.946399688720703,7926,11145,2.092266608618916,2.569215513224095,574793.9211999996,4498412.8682,4665135.485226768,0.0,0.0056244883097376,0.0021497767924981,8624,0.0018486065468644,0.0001378309380373,0.1769926199261992,0.0,0.0
10312,2022,63473,14031,52520,8085,10097,59374,18607,4755,790,279,2365,3898,1696,1592,5533,7552,21324,16724,107414.0,125205.0,50000,50000,50000,65000,15000,50000,75000,17473,10340,5145,490,62653,6741,21375,2255,6404,2085,7154,1561,14,665100.0,1536.0,22553,9315,12782,142,1981.0,854,96,13011,38416,19670.0,8765.0,4159,6037,3740,7388,28805,0,3473,4584,4419,3638,0.0,0.0,0,0,53.0,40.0,23,6,143.0,108.0,23,24,1965.0,331.0,31,203,2674.0,654.0,34,246,4275.0,1326.0,27,529,9713.0,2344.0,22,1480,1,3,24,15,311,8.825871195111954,7399,26114,2.222561645963161,2.589792163858906,569457.7198000001,4488868.2936,17920719.202806022,137541.0,0.0035418779392548,0.0012584874381865,22097,0.0012330420308432,7.923789128829476e-06,0.1615005262366561,0.0,0.0
10314,2022,94355,20137,64293,8865,13234,85930,24339,8553,447,926,3841,4510,3949,2543,9071,8350,31825,23476,103436.0,123848.0,50000,50000,35000,50000,25000,35000,50000,23891,15792,7087,684,91779,11761,30025,3653,8520,3533,9400,2005,35,649200.0,1448.0,33628,9891,20235,1201,1975.0,1884,144,16782,51561,26270.0,12255.0,6967,8555,5567,10736,42349,0,4033,6637,6107,4563,16.0,0.0,23,0,88.0,30.0,23,19,229.0,91.0,22,48,2931.0,400.0,35,258,2693.0,660.0,33,248,4301.0,1343.0,28,525,9695.0,2339.0,22,1477,0,0,27,0,448,8.937858131196764,35776,37927,2.127402080043209,2.570596681525657,571936.0431000004,4495301.8451000005,35071218.13905807,1433218.0,0.0026903827413658,0.0009588489303868,30126,0.0008589949707634,3.42446046566735e-05,0.159328404189772,0.0,0.0
10451,2022,51311,12642,6985,1747,898,47571,2774,11975,8420,2033,1015,2248,2327,1767,3090,1121,20965,11481,34316.0,40875.0,35000,35000,35000,35000,35000,50000,25000,2973,4591,1695,105,49381,8019,13044,678,2628,3126,2734,635,112,243400.0,1133.0,21335,297,1895,11316,1964.0,4028,49,670,5927,2995.0,980.0,8466,4839,3104,4556,18954,0,1117,1638,1803,952,32.0,0.0,38,1,1322.0,31.0,45,90,2355.0,168.0,45,154,3586.0,442.0,28,308,2802.0,730.0,33,264,4397.0,1329.0,28,506,11173.0,2369.0,18,1951,0,15,98,156,1031,9.28159999847412,23966,17890,2.107441033941164,2.452312966700434,591028.6352000004,4519723.083900001,2698116.7319430243,9963.0,0.0190173387950671,0.0079073672934216,2192,0.0008124185192022,0.0041940364796043,0.1409860312243221,0.0,0.0
